"Data Broker Name","Email Address (Accessible to the public)","Website URL","Physical Address","How a consumer may opt out of sale or submit requests under the CCPA","How a protected individual can demand deletion of information posted online under Gov. Code sections 6208.1(b) or 6254.21(c)(1)","Additional information about data collecting practices","Date Added"
"Wisdom Media Group LLC","contact [at] wisdommediagroupllc.com","http://wisdommediagroupllc.com/","8584 Washington StChagrin Falls,, OH 44023United States","They can visit  http://wisdommediagroupllc.com/unsubscribe.php ","We always send a reply email to all opt outs","All opt out are maintained in a global suppression file for email marketing only. ","07/01/2020"
"BIGDBM","privacy [at] bigdbm.com","http://www.BIGDBM.com","19707 TURNBERRY WAYAPT 4HAventura, FL 33180United States","To opt out of the sale of personal information or submit other CCPA requests, consumers may visit the web-based portal BIGDBM created at http://optoutccpa.com/ or complete the Personal Information Request Form available from https://www.bigdbm.com/privacy.html","To request deletion of personal information, protected individuals may visit the web-based portal BIGDBM created at http://optoutccpa.com/ or complete the Personal Information Request Form available from https://www.bigdbm.com/privacy.html","","05/06/2020"
"Mobilewalla, Inc.","CCPACompliance [at] mobilewalla.com","https://www.mobilewalla.com","5170 Peachtree RoadBuilding 100, STE 100Chamblee, GA 30341United States","On our website in multiple places including https://www.mobilewalla.com/california-residents-do-not-sell-my-personal-information
","On our website in multiple places including https://www.mobilewalla.com/california-residents-do-not-sell-my-personal-information","on our website https://www.mobilewalla.com/business-services-privacy-policy","05/11/2020"
"Andrews Wharton Inc.","privacy [at] andrewswharton.com","https://andrewswharton.com","700 Veterans Hwy 115Hauppauge, NY 11788United States","The consumer has three methods of opt-out: email, phone, web form. All methods may be accessed on our privacy page at (https://andrewswharton.com/privacy-policy).","A protected individual may demand deletion of any information posted online by emailing privacy@andrewswharton.com.","Additional information about our data collecting practices may be found on our privacy page at (https://andrewswharton.com/privacy-policy).","05/18/2020"
"GetEmails, LLC","support [at] getemails.com","http://www.getemails.com","1701 Waterston AveAustin, TX 78703United States","https://app.getemails.com/ccpa_details","Email support@getemails.com.","https://support.getemails.com/article/terms-of-use/","05/11/2020"
"4C Insights","info [at] 4cinsights.com","https://www.4cinsights.com/","1 E Wacker DrSuite 700Chicago, IL 60601United States","California residents can use this form (https://www.4cinsights.com/submit-ccpa-request/) to submit requests under the California Consumer Privacy Act (CCPA).  Additional information about how to request an opt-out from sale can be found at https://www.4cinsights.com/privacy-policy/.","Not applicable to 4C Insight’s business activity.  ","Additional information about 4C's data collecting practices can be found here: https://www.4cinsights.com/privacy-policy/","07/22/2020"
"Paramount Lists, Inc.","info [at] paramountlists.com","http://www.paramountlists.com","3126 Peach StErie, PA 16508United States","Email or Phone","Email or Phone","We do not collect data. We manage other databases for other data owners.

Because we do not collect data, we were uncertain we needed to register. We are registering anyway to be safe.","05/12/2020"
"Great Lakes List Management","info [at] greatlakeslists.com","http://www.greatlakeslists.com","3126 Peach StErie, PA 16508United States","Email or Phone","Email or Phone","We do not collect data. We manage other databases for other data owners.

Because we do not collect data, we were uncertain we needed to register. We are registering anyway to be safe.","05/12/2020"
"DataDirect Marketing Solutions, Inc.","allan [at] datadirectmarketing.com","http://www.datadirectmarketing.com","250 Crescent RoadSan Anselmo, CA 94960United States","Send Email to actual data source - provided on request.","Send Email to actual data source - provided on request.","DataDirect Marketing Solutions, Inc. does not collect data.","05/12/2020"
"Strategic Data Intelligence","m.brostoff [at] sdintelligence.com","http://www.strategicdataintelligence.com","555 Skolie BlvdSuite 255Northbrook, IL 60062United States","Consumers may opt out of sale or submit opt-out requests from the required CCPA opt-out form/process on our website @ www.strategicdataintelligence.com.","Any consumer requesting or demanding deletion will be removed during a monthly deletion/suppression process that will be run on a set schedule each month.","We work only with suppliers confirming their CCPA Attestation as of January 1, 2020.","05/12/2020"
"Skydeo Inc.","privacy [at] skydeo.com","https://skydeo.com","401 Congress StreetSuite 1540Austin, TX 78701United States","https://skydeo.com/privacy-policy/opt-out/","https://skydeo.com/privacy-policy/opt-out/","https://skydeo.com/privacy-policy/","05/19/2020"
"Venpath, Inc.","Support [at] venpath.net","https://www.venpath.net/","665 S BAYVIEW AVEFREEPORT, NY 11520United States","A consumer may opt-out by clicking the link on our website, or toggling their “Do not track” setting on their device. Venpath will not process data without Enhanced advertising consent. Consumers can submit requests directly through our website with the global navigation link that states “Do Not Sell My Info”, or may reach out to VenPath through email : support@venpath.net, through our contact form on the website, or through our general “Privacy@venpath.net” account.","All of the opt-out methodologies above can provide for full deletion of information and we will then verify to the email provided of the deletion of data associated to the provided Advertising ID.","We collect data direct through mobile applications, requiring all of our partners to provide any consent or opt-out change within 24 hours, and push our partners to use our global compliance software which maintains both a global consent/opt-out list, but also an API to check consent for any of our partners at any time - providing real-time consent visibility.","07/06/2020"
"LeadCrunch","privacy [at] leadcrunch.com","https://leadcrunch.com/privacy-policy/","750 B Street Suite 1800San Diego, CA 92101United States","A consumer may opt out by following the opt-out or unsubscribe instructions at the bottom of an email, or by emailing us at privacy@leadcrunch.com. For more information, please see our privacy policy here: https://leadcrunch.com/privacy-policy/","A protected individual can email privacy@leadcrunch.com to demand deletion. For more information, please see our privacy policy here: https://leadcrunch.com/privacy-policy/","For more information, please see our privacy policy here: https://leadcrunch.com/privacy-policy/","05/19/2020"
"Giant Partners, Inc. (also DBA List Giant)","compliance [at] giantpartners.com","http://www.giantpartners.com","1461 Lawrence DrThousand Oaks, CA 91320United States","There are several ways consumers can opt-put to make it easiest for them and their mode of communication. They are able to: 
1) Email directly to compliance@giantpartners.com to request to be removed/opt-out; 2) Fill out a removal/opt-out request via the following link, https://giantpartners.com/personal-information-request/; 3) Call our corporate office at 805-267-1575 and request to opt out","There are several ways a protected individual can demand a deletion of information to make it easiest for them and their mode of communication. They are able to: 1) Email directly to compliance@giantpartners.com to request to be removed/opt-out; 2) Fill out a removal/opt-out request via the following link, https://giantpartners.com/personal-information-request/; 3) Call our corporate office at 805-267-1575 and request to opt out","None.","05/19/2020"
"King Marketing Group, Inc. ","privacy [at] kingmarketinggroup.com","http://www.kingmarketinggroup.com","16412 S. Loiret St.Olathe, KS 66062United States","A consumer can submit an opt out, or request, on our website Privacy page or Do Not Sell My Personal Information page.  Consumers may also submit though email or phone, as listed on our site.  ","This can be submitted through our site on the Privacy page or Do Not Sell My Personal Information page, or by email or phone. ","We do not collect information on consumers and are not a database compiler. ","05/19/2020"
"Effyis Inc. dba Socialgist","info [at] socialgist.com","https://socialgist.com","700 Tower Dr.Troy, MI 48098United States","Data subjects can email the specific social media websites and usernames for removal to info@socialgist.com.","Data subjects can email the specific social media websites and usernames for removal to info@socialgist.com.","Data is collected from public websites for market research.","05/22/2020"
"Symphony Health Solutions Corporation","SHSPrivacy [at] PRAHS.com","http://symphonyhealth.prahs.com","731 Arbor WaySuite 100Blue Bell, PA 19422United States","https://symphonyhealth.prahs.com/ccpa-privacy-notice

1 877.202.0559","https://symphonyhealth.prahs.com/ccpa-privacy-notice

1 877.202.0559","","07/20/2020"
"DigiCenter, LLC.","privacy [at] digicenter.com","https://www.digicenter.com","400 TradeCenter, Suite 5900Woburn, MA 01801United States","Please use the links below to opt-out.

https://www.digicenter.com/opt-out/ ","Please use the links below to request information or request deletion of your information.

https://www.digicenter.com/opt-out/","Please reference our Privacy Policy for further detail, link below.

https://www.digicenter.com/privacy-policy/","06/09/2020"
"Informa Business Media Inc, Informa Business Intelligence Inc including affilitates","GroupDPO [at] informa.com","https://www.informa.com/divisions/informa-intelligence/","605 3rd Avenue, 22nd Floor, Attn: LegalNew York, NY 10158United States","As detailed in the Privacy Policy, consumers in the US can submit a requests online via the CCPA form or Calling us at +1 (888) 914 – 9661  by calling (800) 367-7311.","As detailed in the Privacy Policy, consumers in the US can submit a requests online via the CCPA form or Calling us at +1 (888) 914 – 9661  by calling (800) 367-7311.","Informa data collection practices are detailed in the Privacy Policy. We only source data indirectly on consumers for use in some of Informa's business-2-business intelligence products as part of the industry analysis will include professional details.  This information is sourced from public data such as industry recognized and/or government agencies and only made available to corporate subscribers for their own use under Informa licensed T&Cs. ","06/01/2020"
"InMarket Media LLC","privacy [at] inmarket.com","http://www.inmarket.com","10549 Jefferson BlvdCulver City, CA 90232United States","Opt-out requests can be submitted by email to privacy@inmarket.com or via this form which we link to in our Privacy Policy: https://inmarket2.wpengine.com/opt-out/. All requests under the CCPA can be submitted by following the links included in our Privacy Policy or emailing privacy@inmarket.com. Requests to Access Information can be submitted through our toll free number: 1-888-506-4042.","Deletion requests can be submitted via the InMarket website: https://inmarket2.wpengine.com/delete-my-personal-information/ (a link is included in our Privacy Policy) or by emailing privacy@inmarket.com","InMarket's data collection practices are described in our Privacy Policy: https://inmarket.com/privacy/","06/09/2020"
"SBFE, LLC","ccpa [at] sbfe.org","http://www.sbfe.org","20600 Chagrin Blvd., Suite 803Shaker Heights, OH 44122United States","A consumer may submit a request to SBFE at ccpa@sbfe.org or call (855) 497-3638.  The consumer would receive a form to complete (via secure email) to verify the consumer's identity and to determine whether SBFE has any of the consumer's information.  If the consumer's identity is confirmed and SBFE has information on the consumer, SBFE would remove the consumer's information from its database.","A protected individual may submit a request to SBFE at ccpa@sbfe.org or call (855) 497-3638.  The consumer would receive a form to complete (via secure email) to verify the consumer's identity and to determine whether SBFE has any of the consumer's information.  If the consumer's identity is confirmed and SBFE has information on the consumer, SBFE would remove the consumer's information from its database.","SBFE receives small business lending information (which may contain consumer information, as defined in the CCPA) from small business lenders that have contracted with SBFE to store the information.  SBFE acts as a central repository for the small business lending information.  SBFE provides the small business lending information to credit reporting agencies (pursuant to contractual agreements between SBFE and the credit reporting agencies), and the credit reporting agencies use the small business lending information to provide commercial credit reports and other similar products and services back to small business lenders.","06/09/2020"
"Quotient Technology Inc.","privacy [at] quotient.com","http://www.quotient.com","400 Logue AveMountain View, CA 94043United States","California residents may submit an opt-out of sale request online at https://www.quotient.com/privacy-portal/ or by sending an email to privacy@quotient.com.","California residents may submit a deletion request online at https://www.quotient.com/privacy-portal/ or by sending an email to privacy@quotient.com.","Additional information about Quotient's data collecing practices can be found in our Privacy Policy (https://www.quotient.com/privacy-policy/) and our Supplemental California Privacy Notice (https://www.quotient.com/supplemental-california-privacy-notice/).","07/01/2020"
"Ubimo Inc.","info [at] ubimo.com","http://www.ubimo.com","85 Broad StreetNew York, NY 10004United States","California residents may submit an opt-out of sale request online at https://privacyportal-cdn.onetrust.com/dsarwebform/b762a683-31d7-4231-82be-7489d33c588c/cb90aa1d-94b9-41d2-91e5-14bac5c722a5.html or by sending an email to info@ubimo.com.","California residents may submit a deletion request online at https://privacyportal-cdn.onetrust.com/dsarwebform/b762a683-31d7-4231-82be-7489d33c588c/cb90aa1d-94b9-41d2-91e5-14bac5c722a5.html or by sending an email to info@ubimo.com.","Additional information about Ubimo's data collecting practices can be found in our Privacy Policy (https://www.ubimo.com/privacy) and our Supplemental California Privacy Notice (https://www.ubimo.com/supplemental-california-privacy-notice/)","07/01/2020"
"Telo USA Inc. and its subsidiaries and affiliates","privacy [at] telo.com","http://www.telo.com","53 Palmeras ST7th FloorSan Juan, PR 00901United States","A consumer may opt out of sale or submit requests under the CCPA by using the web form located at https://www.telo.com/ccpa or by emailing us at privacy@telo.com.","A protected individual may submit their deletion request by emailing us at privacy@telo.com. ","","06/09/2020"
"PitchBook Data, Inc.","legal [at] pitchbook.com","http://www.pitchbook.com","901 Fifth Avenue, Suite 1200Seattle, WA 98164United States","California consumers can opt out of the sale of their personal information or submit a request under the CCPA at PitchBook's parent company’s website: https://www.morningstar.com/request-data.","A protected individual can demand deletion of information posted online at PitchBook's parent company’s website: https://www.morningstar.com/request-data.","Additional information about PitchBook's data collection practices can be found in PitchBook's privacy policy: https://pitchbook.com/privacy-policy","06/09/2020"
"Audient Company LLC","info [at] audientco.com","http://www.audientco.com","2234 N Federal HWYSuite 3018Boca Raton, FL 33431United States","https://www.audientco.com/ccpa-privacy-policy","https://www.audientco.com/ccpa-privacy-policy","","07/01/2020"
"People Data Labs","privacy [at] peopledatalabs.com","http://www.peopledatalabs.com","455 Market Street Suite 1690San Francisco, CA 94105United States","https://www.peopledatalabs.com/opt-out-form","https://www.peopledatalabs.com/opt-out-form","","06/16/2020"
"Data Partners Inc.","info [at] datapartners.com","http://www.datapartners.com","12857 Banyan Creek Dr.Fort Myers, FL 33908United States","Consumers may opt out of databases we maintain in three convenient ways. (1) Sending an email to optout@datapartners.com, (2) calling us toll-free at 866.423.1818, or (3) clicking the ""Do Not Sell My Personal Information"" link on our homepage at www.datapartners.com.   Please see our full privacy policy at https://datapartners.com/privacy-policy/ for more information.","Deletion requests may be submitted to deletemyinfo@datapartners.com, or you may call toll-free at 866.423.1818.","","06/23/2020"
"NetWise","privacy [at] netwisedata.com","https://www.netwisedata.com","350 Camino Gardnes BlvdSuite 202Boca Raton, FL 33432United States","https://www.netwisedata.com/consumer-privacy","https://www.netwisedata.com/consumer-privacy","https://www.netwisedata.com/privacy","06/16/2020"
"LeadIQ, Inc","privacy [at] leadiq.com","https://leadiq.com/","611 Gateway Blvd, Floor 2South San Francisco, CA 94080United States","Consumers can opt out of sale or submit requests by visiting https://privacy.leadiq.com/ and completing the online form, or contacting LeadIQ at support@leadiq.com","Consumers can request deletion by visiting https://privacy.leadiq.com/ and completing the online form, or contacting LeadIQ at support@leadiq.com","Please see LeadIQ's Privacy Policy online at https://leadiq.com/privacy-policy for more information on data collecting practices.","07/06/2020"
"NinthDecimal, Inc.","privacy [at] ninthdecimal.com","https://www.ninthdecimal.com/","150 Post StreetSuite 500San Francisco, CA 94108United States","A consumer may opt-out of the sale of data or submit a CCPA request by visiting the Privacy Center on our website, or by clicking on the link below.  You can also send us an email at privacy@ninthdecimal.com or call our toll free number (1-800-563-1580) and we will provide you instructions on how to make a request.  

https://www.ninthdecimal.com/privacy/#tab-id-5","A consumer can demand deletion of information by visiting the Privacy Center on our website, or by clicking on the link below.  You can also send us an email at privacy@ninthdecimal.com or call our toll free number (1-800-563-1580) and we will provide you instructions on how to make a request.  

https://www.ninthdecimal.com/privacy/#tab-id-5","Consumers can learn more about our data collection practices by accessing our privacy policy:

https://www.ninthdecimal.com/privacy/#tab-id-1

","07/13/2020"
"PulsePoint, Inc.","privacy [at] pulsepoint.com","http://pulsepoint.com","360 Madison Ave., 14th FloorNew York, NY 10017United States","The Opt-Out tools can be found through the main page of our website, and requests can be submitted to privacy@pulsepoint.com.","Individuals can email privacy@pulsepoint.com for deletion requests.","PulsePoint primarily uses data from third parties and contractually requires those parties to comply with the law in their data collection practices.","07/17/2020"
"The Bridge Corp","privacy [at] thebridgecorp.com","http://thebridgecorp.com","222 Bruce Reynolds BlvdFort Lee, NJ 07024United States","California residents do not wish to have their data used for Bridge related business purposes; you can visit our Opt-out page at https://www.thebridgecorp.com/opt-out/. Please note that this only opts you out of Bridge’s platform and you will still continue to receive internet-based advertisements. If you have questions or information requests please visit https://www.thebridgecorp.com/california-residents-ccpa/","If you have questions or access/deletion requests, please contact us at privacy@thebridgecorp.com, or visit https://www.thebridgecorp.com/california-residents-ccpa/","In order for the data collection to occur, you as the consumer, are of 16 years of age and older and subsequently decided to opt-in to collection and sale of personal data. The purpose of collecting the data allows Bridge, and our trusted third parties (Data Management platforms, agencies, and advertisers), to use and transfer the data for the following: aggregate the data to create customization and targeting for targeted advertising, modeling, measurement, analytics, research and development. The custom profiles created from the data may include the following: First and Last name, Email address, Advertising ID, Pixel or cookie IDs, Internet Protocol Address (“IP Address”), commercial information, mobile activity, and application installs. You may also view our full privacy policy at https://www.thebridgecorp.com/privacy-policy/. ","07/06/2020"
"Rich Media LLC","jeff [at] richmediallc.com","http://www.richmediallc.com","10191 sweet bay courtParkland, FL 33076United States","via email or telephone","via email or telephone","","06/22/2020"
"DATATrue, LLC","Gene-datatrue [at] att.net","http://www.personifind.net","115 W California Blvd#248PASADENA, CA 91105United States","To begin your Right-to-Delete or Opt out request, please email us at privacy@personifind.net or contact us via the phone number or postal address:
115 W. California Blvd
#248
Pasadena, CA 91105
(626) 396-8271 office
(626) 321-4726 fax ","California consumers request deletion of information posted under Gov. Code sections 6208.1(b) or 6254.21(c)(1) by sending an email to privacy@personifind.net or contact us by mail, phone or fax:

115 W. California Blvd
#248
Pasadena, CA 91105
(626) 396-8271 office
(626) 321-4726 fax ","Information Collected by Person-I-Find

Person-I-Find is a database of publicly available sources of information aggregated for your convenience. Visitors can access certain information posted to or made available through the Site as compiled, distributed, and displayed by Person-I-Find and other third-party content providers (""Third-Party Providers"") including, but not limited to, third-party websites or services that provide information about individuals (each, a ""Search Subject"") that can be searched for and accessed through the Site.

Person-I-Find collects two types of information from or about you: information that you submit to us, and information about Search Subjects.
Information You Submit to Person-I-Find

We collect information that you provide when you use the Site when you conduct a Person-I-Find search or when you contact us with a question, comment, or request. This can include, but is not limited to, your:  (a) full name; (b) credit card information; (c) zip code information associated with a Search Subject (such as a name, email address, phone number or address) that you use to conduct a Person-I-Find Search.

No Information Collected Automatically About Your Usage

Unlike many web sites, we do not automatically gather certain information nor store it in log files or otherwise. We do not gather internet protocol (IP) addresses, browser type, internet service provider (ISP), referring/exit pages, operating system, date/time stamp, and/or clickstream data. We do collect your credit or debit card information and it is passed to our Merchant Services company solely for the purpose of collecting payment for your purchase, if any and , if you submit a search request, we will attempt to receive an authorization from your financial institution and only charge your card if a report is returned.
","06/22/2020"
"33 Mile Radius LLC","legal [at] evercommerce.com","http://33mileradius.com","6133 Rockside Rd., Suite 400Independence, OH 44131United States","Please contact us in writing by mail at the physical address provided or email at privacy@33mileradius.com. For more information, please review privacy policies made available on our websites. ","Please contact us in writing by mail at the physical address provided or email at privacy@33mileradius.com. For more information, please review privacy policies made available on our websites. ","For more information, please review privacy policies made available on our websites. ","07/01/2020"
"Keyword Connects LLC","legal [at] evercommerce.com","http://www.keywordconnects.com","77 Rumford Ave.Waltham, MA 02453United States","Please contact us in writing by mail at the physical address provided or email at privacy@keywordconnects.com. For more information, please review privacy policies made available on our websites.
","Please contact us in writing by mail at the physical address provided or email at privacy@keywordconnects.com. For more information, please review privacy policies made available on our websites.
","For more information, please review privacy policies made available on our websites.
","07/01/2020"
"Azar LLC d/b/a Remodeling.com","legal [at] evercommerce.com","http://remodeling.com","57 W. 57th Street, 4th FloorNew York, NY 10019United States","Please contact us in writing by mail at the physical address provided or email at privacy@remodeling.com. For more information, please review privacy policies made available on our websites.","Please contact us in writing by mail at the physical address provided or email at privacy@remodeling.com. For more information, please review privacy policies made available on our websites.","For more information, please review privacy policies made available on our websites.","07/01/2020"
"True Influence LLC","privacy [at] trueinfluence.com","http://www.trueinfluence.com","8000 Towers Crescent Drive13th FloorVienna, VA 22185United States","* They can go to our ""Do Not Sell My Data"" form https://trueinfluence.com/do-not-sell-my-data/
* They can send an Opt-Out request to privacy@trueinfluence.com 
","* They can use our ""Do Not Sell My Data"" form https://trueinfluence.com/do-not-sell-my-data/ to demand deletion of their information
* They can send a ""deletion"" request to privacy@trueinfluence.com","https://trueinfluence.com/california-privacy-policy/ 
https://trueinfluence.com/privacy-policy/
https://trueinfluence.com/cookie-policy/
","07/13/2020"
"Outward Media, Inc.","privacy [at] outwardmedia.com","http://www.outwardmedia.com","9229 W Sunset Blvd.Suite 410West Hollywood, CA 90069United States","by emailing privacy@outwardmedia.com or calling 310 274-5312 ext 100","by emailing privacy@outwardmedia.com or calling 310 274-5312 ext 100","","07/22/2020"
"Datonics, LLC","privacy [at] datonics.com","http://www.datonics.com","37-18 Northern BoulevardSuite 404Long Island City, NY 11101United States","To opt out of the sale of personal information or submit other CCPA requests, consumers may visit https://www.datonics.com/do-not-sell-my-info or https://www.datonics.com/technology-privacy-policy.","To request deletion of personal information, please visit the “What other rights do I have to my personal information?” section of our privacy policy at https://www.datonics.com/technology-privacy-policy or email privacy@datonics.com.","","06/30/2020"
"SMA Communications, LLC.","steven [at] smacomm.com","http://www.smacomm.com","6853 SW 18th StreetSuite M200Boca Raton, FL 33433United States","A consumer can opt out via US Mail or via an opt out link.","A protected individual can demand deletion via an opt out link or via the US Mail","","06/30/2020"
"Wunderkind Corporation","privacy [at] bouncex.com","https://www.bouncex.com/","285 Fulton St, 74th FloorNew York, NY 10007United States","Information about how California consumers can opt out of the sale of their personal information or submit requests can be found here: https://www.bouncex.com/privacy/data-request-instructions/","Information about how a protected individual can demand deletion of information posted online can be found here: https://www.bouncex.com/privacy/data-request-instructions/","Additional information about BounceX's data collection practices can be found in BounceX's privacy policy: https://www.bouncex.com/privacy/","07/08/2020"
"Deep Root Analytics, LLC","info [at] deeprootanalytics.com","https://www.deeprootanalytics.com","1600 Wilson BlvdSuite 330Arlington, VA 22209United States","Consumers may opt out of the sale of their personal information by providing their full name, physical address, and telephone number either by email at ccpa.optout@deeprootanalytics.com or by calling our dedicated toll-free number at 1-800-285-5485.

Consumers may submit requests for information under the CCPA by providing their full name, physical address, and telephone number either by email at ccpa.information@deeprootanalytics.com or by calling our dedicated toll-free number 1-800-285-5485.","We do not post or publicly display personal information of consumers.

Deletion requests can be submitted to ccpa.information@deeprootanalytics.com or by calling our dedicated toll-free number 1-800-285-5485","Individuals can obtain more information regarding our data collecting practices on our website:
https://www.deeprootanalytics.com/privacy/
https://www.deeprootanalytics.com/ccpa/","07/06/2020"
"Censia","tgotowka [at] censia.com","http://censia.com","450 Geary StreetSuite 501San Francisco, CA 94102United States","LInk on Corporate website","Link through the corporate web site","","07/13/2020"
"EL TORO.COM, LLC","privacy [at] eltoro.com","http://www.eltoro.com","124 N. 1st StreetLouisville, KY 40202United States","El Toro's privacy policy can be found at https://www.eltoro.com/privacy-policy/.  In addition, El Toro's Privacy Rights Addendum for California Consumers can be found at https://www.eltoro.com/privacy-policy-ca-addendum/.  

To opt-out, consumers should complete the form at https://www.eltoro.com/do-not-sell-my-personal-information/.  Consumer may also call 855-935-8676 or send an email to privacy@eltoro.com.","Consumers should complete the form at https://www.eltoro.com/ca-resident-access-deletion-form/.  Consumers may also call 855-935-8676 or send an email to privacy@eltoro.com.","","07/08/2020"
"Atriks, LLC","ccpa [at] atriks.com","http://atriks.com","300 West RoadPortsmouth, NH 03801United States","Detailed information on how to opt out are available at http://atriks.com/privacy.html","Detailed information on how to opt out are available at http://atriks.com/privacy.html","","07/08/2020"
"Fushia Media LLC","support [at] fushiamedia.com","http://www.fushiamedia.com","1465 Braman AvenueFort Myers, FL 33901United States","As a CA resident, you have the right to request that Fushia Media, LLC disclose the categories and specific pieces of personal information that we have collected about you.  To request this information, email the following:

Support@fushiamedia.com

Alternatively, you may call 239-939-7823

You have the right to request that FM delete any personal information about you that FM has collected.  To request this information email the following:

Support@fushiamedia.com

Alternatively, you may call 239-939-7823.

You have the right, at any time, to direct FM not to sell your personal information.  To request this information, email the following:

Support@fushiamedia.com

Alternatively, you may call 239-939-7823.
","You have the right, at any time, to direct FM not to sell your personal information.  To request this information, email the following:

Support@fushiamedia.com

Alternatively, you may call 239-939-7823.
","FM collects the following categories of information about consumers:

•	Categories of personal information described in Cal. Civ. Code § 1798.80(e)—such as address.
•	Other information about you that is linked to personal information above, such as information on individuals who are moving. 

FM collects personal information from different publically available sources.  In the past twelve (12) months, FM has collected personal information about consumers from the following categories of sources:

•	Surveys from Consumers/Self-Reported Data 
•	Data Compiling Companies
•	Public or Government Entities
•	Telecommunications Companies
","07/08/2020"
"Tiplinks Inc","support [at] fetcher.ai","https://fetcher.ai","335 Madison AvenueSuite 6F-2New York, NY 10025United States","California Civil Code Sections 1798.83-1798.84 give California residents the right to request a notice defining the types of personal information we collect, share with our customers for marketing purposes, and the contact information for these customers. California residents may request this information by writing support@fetcher.ai. Moreover, California residents can exercise their right to opt-out by visiting https://www.fetcher.ai/opt-out - we aim to process such requests and get back to you within 14 days.","Tiplinks Inc DBA Fetcher acknowledges that individuals have a right to access, correct, amend and delete their Personal Information. Because Tiplinks Inc DBA Fetcher is the data processor of the Personal Information and collects Personal Information under the instructions of its Customers, Tiplinks Inc DBA Fetcher shall follow its Customers’ instructions. Therefore, Tiplinks Inc DBA Fetcher encourages individuals to contact these Customers. This can be done by replying to the last email that was sent via the Tiplinks Inc DBA Fetcher system.
To remove your information

To request to remove personal information email us at support@fetcher.ai (optionally include subject line Deletion Request). We will respond to you, and work to enact this request, within 30 days.","","07/13/2020"
"JMR Media Consulting, Inc.","privacy [at] jmr-media.com","http://www.jmr-media.com","8212 NW 120th WayParkland, FL 33076United States","By phone or email provided on our website.","By phone or email provided on our website.","","06/30/2020"
"MediaSoft, LLC","info [at] mediasoftstudio.com","http://www.mediasoftstudio.com","3000 Whitney AveSuite 347Hamden, CT 06518United States","California consumers may opt out of any of MediaSoft, LLC or it's DBA's which run Promotional Newsletters at any time by clicking the UNSUBSCRIBE link at
the bottom of the newsletters.

MediaSoft DBAs currently include:
InstaTraffic
Sky Mountain Digital Group
NEIMG
High Sierra Marketing

Alternatively, you may write us at:

MediaSoft, LLC
3000 Whitney Ave, Suite 347
Hamden, CT. 06518

Newsletter Removal or CCPA Information Requests can also be emailed
to us at:
info@mediasoftstudio.com
","California consumers may request that MediaSoft delete any personal information that we hold about you by contacting us directly via website, email or postal.

Website: 
www.mediasoftstudio.com

Email:
info@mediasoftstudio.com

Postal:
MediaSoft, LLC
3000 Whitney Ave, Suite 347
Hamden, CT. 06518
","MediaSoft, LLC provides consumers with newsletter content and advertisements across dozens of global digital properties. In order to do so, MediaSoft maintains pseudonymous data about consumers, which essentially means that we do not utilize any consumer’s identity as we do not process names, phone numbers, addresses, ages, zip codes, or other similar data. 

Instead, we only process digital identifiers such as email addresses and IP addresses, and mobile advertising may track IDs from the consumer's device.
 
An in-depth overview of MediaSoft's data collection practices can be found at
http://www.mediasoftstudio.com/privacy.html
","07/01/2020"
"Dresdendirect","pnd [at] dresdendirect.com","http://DresdenDirect.com","109 St. Edward PlacePalm Beach Gardens, FL 33418United States","email","email or call 561 236 4449","Mainly a consultant","07/03/2020"
"Leadership Connect","privacy [at] leadershipconnect.io","http://leadershipconnect.io","1667 K St., NWWashington, DC 2006United States","California consumers may now easily submit an opt-out request by submitting an online request via our webform, found here: https://www.leadershipconnect.io/privacy-portal/california-consumers-protection-act-ccpa-supplement/ or calling us @ 1-800-627-0311.  Mail requests need to be sent to the Chief Privacy Officer, 1667 K St, NW, Washington, D.C., 20006. Detailed information and instructions on how a California consumer may exercise their rights under CCPA can also be found in our Privacy Policy https://www.leadershipconnect.io/privacy-portal/. Please describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it. As required by law, we may take steps to verify your identity before granting you access to your information or completing your request to exercise your rights. Under CCPA regulations we will acknowledge your request within 10 days and confirm this has been done within 45 days of your request submission. We do not charge a fee for processing your request to exercise your rights.","California consumers and/or elected or appointed officials may submit an opt-out request online via our webform, found here: https://www.leadershipconnect.io/privacy-portal/california-consumers-protection-act-ccpa-supplement/ or calling us @ 1-800-627-0311. Mail requests need to be sent to the Chief Privacy Officer, 1667 K St, NW, Washington, D.C., 20006. ","A complete overview of Leadership Connect’s data collection/processing practices can be found at https://www.leadershipconnect.io/privacy-portal/. Although Leadership Connect does not collect information directly from consumers. We are a business-to-business service provider.","07/08/2020"
